,nullid,toid,nullpos,topos,period
0,2499,26248,0,0,2254
0,2499,26255,0,0,2254
0,2500,26258,16,16,2254
0,2501,26249,2,2,2254
0,2501,26256,2,2,2254
0,2502,26286,0,0,2256
0,2503,26286,0,0,2256
0,2504,26302,16,16,2258
0,2505,26328,0,0,2260
0,2506,26317,9,9,2259
0,2507,26391,20,20,2265
0,2508,26396,0,0,2265
0,2509,26387,2,2,2265
0,2510,26385,1,1,2265
0,2510,26394,1,1,2265
0,2511,26422,14,14,2268
0,2512,26423,15,15,2268
0,2513,26411,20,20,2267
0,2514,26406,0,0,2267
0,2515,26419,22,22,2268
0,2515,26426,22,22,2268
0,2516,26416,9,9,2268
0,2516,26420,9,9,2268
0,2517,26419,22,22,2268
0,2517,26426,22,22,2268
0,2518,26442,0,0,2270
0,2518,26446,0,0,2270
0,2519,26430,2,2,2269
0,2520,26430,2,2,2269
0,2521,26433,1,1,2269
0,2522,26488,22,22,2275
0,2522,26491,22,22,2275
0,2523,26481,0,0,2274
0,2524,26506,0,0,2276
0,2524,26512,0,0,2276
0,2525,26539,9,9,2279
0,2526,26598,0,0,2283
0,2527,26603,2,2,2284
0,2528,26618,9,9,2285
0,2529,26608,1,1,2284
0,2530,26640,0,0,2287
0,2531,26636,2,2,2287
0,2532,26634,1,1,2287
0,2533,26652,0,0,2289
0,2534,26678,0,0,2291
0,2535,26675,9,9,2291
0,2536,26704,9,9,2293
0,2537,26695,0,0,2293
0,2538,26735,18,18,2296
0,2539,26699,22,22,2293
0,2540,26748,0,0,2297
0,2540,26752,0,0,2297
0,2541,26726,11,11,2295
0,2541,26732,11,11,2295
0,2542,26723,9,9,2295
0,2543,26726,11,11,2295
0,2543,26732,11,11,2295
0,2544,26728,12,12,2295
0,2545,26762,9,9,2298
0,2546,26789,0,0,2300
0,2547,26783,9,9,2300
0,2548,26789,0,0,2300
0,2549,26810,5,5,2302
0,2550,26840,9,9,2305
0,2551,26902,2,2,2310
0,2551,26907,2,2,2310
0,2552,26908,1,1,2310
0,2552,26911,1,1,2310
0,2553,28179,9,9,2428
0,2554,26914,14,14,2311
0,2554,26921,14,14,2311
0,2555,26928,15,15,2312
0,2555,26931,15,15,2312
0,2556,26918,18,18,2311
0,2557,26919,22,22,2311
0,2558,26922,0,0,2311
0,2559,26933,21,21,2312
0,2560,26942,2,2,2313
0,2561,26942,2,2,2313
0,2562,26930,1,1,2312
0,2563,26930,1,1,2312
0,2564,26944,0,0,2313
0,2564,26948,0,0,2313
0,2565,26964,0,0,2315
0,2565,26966,0,0,2315
0,2566,26964,0,0,2315
0,2566,26966,0,0,2315
0,2567,26984,0,0,2317
0,2568,26984,0,0,2317
0,2569,26992,1,1,2318
0,2569,26998,1,1,2318
0,2570,27010,0,0,2319
0,2571,27018,18,18,2320
0,2572,27031,22,22,2320
0,2573,27040,0,0,2321
0,2574,27069,0,0,2324
0,2575,27098,1,1,2326
0,2576,27099,0,0,2326
0,2577,27092,2,2,2326
0,2578,27098,1,1,2326
0,2579,27113,20,20,2328
0,2580,27135,0,0,2330
0,2581,27145,20,20,2331
0,2582,27161,11,11,2332
0,2583,27172,8,8,2333
0,2584,27148,10,10,2331
0,2585,27180,22,22,2334
0,2586,27201,0,0,2335
0,2587,27208,22,22,2336
0,2588,27205,18,18,2336
0,2589,27217,0,0,2337
0,2590,27228,2,2,2338
0,2590,27235,2,2,2338
0,2591,27259,16,16,2341
0,2592,27260,8,8,2341
0,2593,27248,20,20,2340
0,2594,27251,12,12,2340
0,2595,27286,11,11,2344
0,2596,27288,0,0,2344
0,2597,27267,10,10,2342
0,2598,27287,2,2,2344
0,2599,27284,1,1,2344
0,2600,27282,18,18,2344
0,2601,27283,16,16,2344
0,2602,27294,5,5,2345
0,2603,27293,4,4,2345
0,2604,27295,15,15,2345
0,2605,27330,0,0,2349
0,2606,27323,1,1,2348
0,2607,27325,2,2,2348
0,2608,27317,20,20,2348
0,2609,27320,15,15,2348
0,2610,27336,5,5,2350
0,2610,27339,5,5,2350
0,2611,27337,22,22,2350
0,2612,27345,4,4,2350
0,2613,27336,5,5,2350
0,2613,27339,5,5,2350
0,2614,27356,18,18,2351
0,2615,27363,0,0,2352
0,2616,27363,0,0,2352
0,2617,27376,5,5,2353
0,2618,27372,4,4,2353
0,2618,27374,4,4,2353
0,2619,27382,0,0,2354
0,2620,27386,4,4,2355
0,2621,27386,4,4,2355
0,2622,27399,5,5,2356
0,2623,27411,0,0,2357
0,2624,27404,15,15,2357
0,2625,27440,18,18,2360
0,2626,27436,0,0,2360
0,2627,27437,22,22,2360
0,2628,27442,15,15,2361
0,2629,27445,1,1,2362
0,2629,27451,1,1,2362
0,2630,27452,2,2,2362
0,2630,27457,2,2,2362
0,2631,27456,0,0,2362
0,2632,27455,4,4,2362
0,2632,27462,4,4,2362
0,2633,27475,5,5,2364
0,2634,27478,4,4,2364
0,2635,27474,0,0,2364
0,2636,27478,4,4,2364
0,2637,27475,5,5,2364
0,2638,27491,20,20,2365
0,2639,27509,0,0,2366
0,2640,27551,0,0,2370
0,2641,27548,18,18,2370
0,2642,27583,0,0,2374
0,2643,27615,22,22,2378
0,2644,27614,0,0,2378
0,2645,27604,18,18,2376
0,2646,27674,0,0,2383
0,2647,27759,22,22,2390
0,2648,27687,16,16,2384
0,2649,27721,0,0,2387
0,2650,27719,16,16,2386
0,2651,27739,21,21,2388
0,2652,27756,0,0,2390
0,2653,27755,5,5,2390
0,2653,27758,5,5,2390
0,2654,27805,11,11,2394
0,2655,27793,12,12,2393
0,2656,27790,16,16,2393
0,2657,27798,0,0,2394
0,2658,27818,20,20,2395
0,2659,27809,18,18,2395
0,2660,27815,22,22,2395
0,2661,27819,0,0,2396
0,2661,27830,0,0,2396
0,2662,27848,15,15,2398
0,2663,27867,21,21,2400
0,2664,27883,22,22,2401
0,2665,27881,0,0,2401
0,2666,27871,15,15,2400
0,2667,27902,0,0,2403
0,2668,27906,22,22,2403
0,2669,27923,18,18,2405
0,2670,27914,0,0,2405
0,2671,27919,22,22,2405
0,2672,27939,0,0,2407
0,2672,27942,0,0,2407
0,2673,27963,15,15,2409
0,2674,27969,18,18,2409
0,2675,27967,0,0,2409
0,2676,27967,0,0,2409
0,2677,27956,20,20,2409
0,2678,27961,16,16,2409
0,2679,27962,8,8,2409
0,2680,27996,0,0,2412
0,2681,28017,18,18,2413
0,2682,28012,21,21,2413
0,2683,28053,0,0,2417
0,2683,28056,0,0,2417
0,2684,28071,10,10,2419
0,2685,28100,0,0,2421
0,2686,28100,0,0,2421
0,2687,28103,18,18,2421
0,2688,28145,22,22,2425
0,2689,28134,23,23,2424
0,2690,28131,18,18,2424
0,2691,28142,0,0,2425
0,2692,28233,0,0,2432
0,2693,28185,4,4,2429
0,2694,28191,5,5,2429
0,2694,28196,5,5,2429
0,2695,28185,4,4,2429
0,2696,28214,22,22,2431
0,2697,28184,2,2,2429
0,2698,28182,1,1,2429
0,2699,28262,2,2,2435
0,2700,28262,2,2,2435
0,2701,28300,22,22,2438
0,2702,28274,1,1,2436
0,2702,28278,1,1,2436
0,2703,28804,20,20,2486
0,2704,28291,9,9,2438
0,2705,28793,3,3,2486
0,2706,28807,16,16,2487
0,2707,28285,0,0,2437
0,2708,28285,0,0,2437
0,2709,28296,21,21,2438
0,2710,28301,0,0,2439
0,2710,28309,0,0,2439
0,2711,28370,9,9,2444
0,2712,28342,0,0,2442
0,2713,28342,0,0,2442
0,2714,28354,11,11,2443
0,2715,28367,12,12,2444
0,2716,28354,11,11,2443
0,2717,28372,22,22,2444
0,2718,28417,0,0,2449
0,2718,28425,0,0,2449
0,2719,28393,9,9,2447
0,2720,28397,5,5,2447
0,2721,28457,22,22,2451
0,2722,28428,9,9,2450
0,2723,28415,23,23,2449
0,2724,28411,21,21,2449
0,2725,28449,0,0,2451
0,2726,28449,0,0,2451
0,2727,28489,9,9,2454
0,2728,28484,0,0,2454
0,2729,28490,22,22,2454
0,2730,28505,12,12,2456
0,2731,28512,21,21,2456
0,2732,28500,9,9,2456
0,2733,28499,22,22,2456
0,2734,28528,0,0,2458
0,2735,28523,9,9,2458
0,2736,28531,11,11,2458
0,2737,28565,12,12,2462
0,2738,28531,11,11,2458
0,2739,28543,9,9,2460
0,2740,28554,0,0,2461
0,2741,28544,22,22,2460
0,2742,28575,9,9,2463
0,2743,28568,22,22,2462
0,2744,28581,5,5,2463
0,2745,28586,4,4,2464
0,2745,28596,4,4,2464
0,2746,28587,0,0,2464
0,2747,28620,14,14,2467
0,2748,28601,22,22,2465
0,2749,28614,23,23,2467
0,2750,28605,4,4,2466
0,2751,28611,0,0,2467
0,2752,28616,5,5,2467
0,2753,28605,4,4,2466
0,2754,28622,11,11,2467
0,2755,28648,9,9,2470
0,2756,28624,22,22,2468
0,2757,28670,0,0,2472
0,2758,28670,0,0,2472
0,2759,28680,9,9,2473
0,2760,28675,22,22,2472
0,2761,28690,0,0,2474
0,2762,28697,5,5,2475
0,2763,28765,9,9,2482
0,2764,28695,22,22,2475
0,2765,28714,0,0,2477
0,2765,28717,0,0,2477
0,2766,28720,14,14,2478
0,2767,28718,15,15,2477
0,2768,28712,10,10,2477
0,2769,28729,22,22,2478
0,2770,28741,23,23,2479
0,2771,28733,21,21,2479
0,2772,28742,0,0,2480
0,2773,28756,22,22,2481
0,2774,28752,23,23,2481
0,2775,28770,2,2,2483
0,2776,28759,14,14,2482
0,2777,28768,0,0,2483
0,2778,28777,22,22,2484
0,2779,28791,21,21,2485
0,2780,28799,9,9,2486
0,2781,28785,0,0,2485
0,2782,28803,22,22,2486
0,2783,28795,15,15,2486
0,2784,28798,14,14,2486
0,2784,28800,14,14,2486
0,2785,28820,3,3,2488
0,2786,28829,9,9,2488
0,2787,28818,0,0,2488
0,2788,28818,0,0,2488
0,2789,28841,14,14,2489
0,2790,28838,15,15,2489
0,2791,28841,14,14,2489
0,2792,28844,0,0,2490
0,2793,28849,4,4,2490
0,2794,28853,3,3,2490
0,2795,28859,5,5,2491
0,2796,28846,9,9,2490
0,2797,28849,4,4,2490
0,2798,28885,22,22,2493
0,2799,28902,0,0,2494
0,2800,28914,22,22,2495
0,2801,28981,0,0,2500
0,2801,28988,0,0,2500
0,2802,28990,4,4,2501
0,2803,28985,12,12,2500
0,2803,28986,12,12,2500
0,2804,28985,12,12,2500
0,2804,28986,12,12,2500
0,2805,28991,5,5,2501
0,2806,28993,22,22,2501
0,2807,29020,23,23,2503
0,2808,29046,0,0,2505
0,2809,29023,16,16,2503
0,2810,29042,22,22,2505
0,2811,29066,4,4,2507
0,2812,29059,5,5,2507
0,2813,29072,0,0,2508
0,2813,29080,0,0,2508
0,2814,29062,2,2,2507
0,2815,29084,1,1,2509
0,2816,29081,22,22,2508
0,2817,29117,1,1,2512
0,2818,29103,22,22,2511
0,2819,29104,2,2,2511
0,2819,29113,2,2,2511
0,2820,29163,0,0,2515
0,2821,29163,0,0,2515
0,2822,29164,22,22,2515
0,2823,29211,21,21,2518
0,2824,29207,22,22,2518
0,2825,29233,0,0,2520
0,2826,29240,22,22,2521
0,2827,29287,22,22,2525
0,2828,29286,20,20,2525
0,2829,29288,0,0,2525
0,2830,29298,3,3,2526
0,2830,29304,3,3,2526
0,2831,29290,11,11,2525
0,2831,29293,11,11,2525
0,2832,29289,2,2,2525
0,2832,29291,2,2,2525
0,2833,29285,16,16,2525
0,2834,29294,4,4,2526
0,2834,29305,4,4,2526
0,2835,29316,22,22,2527
0,2836,29334,0,0,2528
0,2837,29334,0,0,2528
0,2838,29357,22,22,2530
0,2839,29399,22,22,2533
0,2840,29413,2,2,2534
0,2840,29414,2,2,2534
0,2841,29430,0,0,2536
0,2842,29413,2,2,2534
0,2842,29414,2,2,2534
0,2843,29430,0,0,2536
0,2844,29402,9,9,2534
0,2845,29400,3,3,2534
0,2845,29412,3,3,2534
0,2846,29435,3,3,2537
0,2846,29438,3,3,2537
0,2847,29471,9,9,2539
0,2848,29434,4,4,2537
0,2849,29434,4,4,2537
0,2850,29435,3,3,2537
0,2850,29438,3,3,2537
0,2851,29436,2,2,2537
0,2851,29437,2,2,2537
0,2852,29461,19,19,2538
0,2853,29448,22,22,2538
0,2854,29466,23,23,2539
0,2855,29487,0,0,2540
0,2856,29487,0,0,2540
0,2857,29489,22,22,2541
0,2858,29531,0,0,2544
0,2858,29534,0,0,2544
0,2859,29540,22,22,2545
0,2860,29542,3,3,2545
0,2861,29542,3,3,2545
0,2862,29553,12,12,2546
0,2863,29539,11,11,2545
0,2864,29554,14,14,2546
0,2865,29593,22,22,2548
0,2866,29623,12,12,2551
0,2867,29631,0,0,2551
0,2867,29635,0,0,2551
0,2868,29618,11,11,2551
0,2868,29632,11,11,2551
0,2869,29622,16,16,2551
0,2870,29625,22,22,2551
0,2871,29653,0,0,2553
0,2872,29653,0,0,2553
0,2873,29712,19,19,2558
0,2874,29682,15,15,2556
0,2874,29683,15,15,2556
0,2875,29685,22,22,2556
0,2876,29691,20,20,2556
0,2877,29707,0,0,2558
0,2877,29716,0,0,2558
0,2878,29786,22,22,2562
0,2879,29857,22,22,2567
0,2880,29834,9,9,2566
0,2881,29831,4,4,2566
0,2882,29832,2,2,2566
0,2882,29835,2,2,2566
0,2883,29830,3,3,2566
0,2884,29832,2,2,2566
0,2884,29835,2,2,2566
0,2885,29830,3,3,2566
0,2886,29831,4,4,2566
0,2887,29872,4,4,2569
0,2887,29877,4,4,2569
0,2888,29872,4,4,2569
0,2888,29877,4,4,2569
0,2889,29876,22,22,2569
0,2890,29890,4,4,2571
0,2890,29900,4,4,2571
0,2891,30640,22,22,2633
0,2892,29890,4,4,2571
0,2892,29900,4,4,2571
0,2893,29893,0,0,2571
0,2894,29947,3,3,2575
0,2895,29942,15,15,2574
0,2896,29943,0,0,2575
0,2897,29943,0,0,2575
0,2898,29954,15,15,2576
0,2899,29970,18,18,2577
0,2900,29994,18,18,2579
0,2901,30000,0,0,2580
0,2902,30048,0,0,2583
0,2903,30072,18,18,2585
0,2904,30123,0,0,2590
0,2905,30123,0,0,2590
0,2906,30113,2,2,2589
0,2907,30177,0,0,2594
0,2908,30195,3,3,2595
0,2909,30210,0,0,2596
0,2909,30213,0,0,2596
0,2910,30234,17,17,2598
0,2911,30228,18,18,2597
0,2912,30222,19,19,2597
0,2913,30243,0,0,2598
0,2914,30243,0,0,2598
0,2915,30280,2,2,2601
0,2916,30285,0,0,2601
0,2917,30297,1,1,2602
0,2918,30358,0,0,2607
0,2919,30342,15,15,2606
0,2920,30389,1,1,2610
0,2921,30351,2,2,2607
0,2922,30381,20,20,2610
0,2923,30369,9,9,2608
0,2924,30399,3,3,2611
0,2925,30398,19,19,2611
0,2926,30382,2,2,2610
0,2927,30421,9,9,2614
0,2928,30391,0,0,2610
0,2929,30414,11,11,2613
0,2930,30411,14,14,2613
0,2931,30436,12,12,2615
0,2932,30426,0,0,2614
0,2933,30417,2,2,2613
0,2934,30418,5,5,2613
0,2935,30428,4,4,2614
0,2936,30428,4,4,2614
0,2937,30425,3,3,2614
0,2938,30433,20,20,2615
0,2939,30430,19,19,2614
0,2940,30447,9,9,2616
0,2941,30448,3,3,2616
0,2942,30463,0,0,2618
0,2943,30492,3,3,2620
0,2944,30506,9,9,2620
0,2945,30491,15,15,2620
0,2946,30527,0,0,2622
0,2947,30548,21,21,2624
0,2948,30551,17,17,2625
0,2949,30539,3,3,2624
0,2950,30588,9,9,2628
0,2951,30550,0,0,2625
0,2952,30571,3,3,2627
0,2953,30567,5,5,2627
0,2954,30556,4,4,2626
0,2955,30596,19,19,2629
0,2956,30575,1,1,2627
0,2957,30569,0,0,2627
0,2958,30564,2,2,2627
0,2959,30578,17,17,2628
0,2960,30583,16,16,2628
0,2961,30598,0,0,2629
0,2962,30630,3,3,2632
0,2963,30621,0,0,2632
0,2964,30654,0,0,2634
0,2965,31972,11,11,2751
0,2966,31198,9,9,2683
0,2967,31163,3,3,2679
0,2968,30670,0,0,2636
0,2969,30677,20,20,2637
0,2970,30700,1,1,2639
0,2970,30709,1,1,2639
0,2971,30687,2,2,2638
0,2971,30694,2,2,2638
0,2972,30700,1,1,2639
0,2972,30709,1,1,2639
0,2973,30705,20,20,2639
0,2974,30711,18,18,2639
0,2975,30729,22,22,2641
0,2976,30720,12,12,2641
0,2977,30722,14,14,2641
0,2978,30760,18,18,2645
0,2979,30731,0,0,2642
0,2980,30777,12,12,2647
0,2981,30741,22,22,2643
0,2982,30785,22,22,2647
0,2983,30761,16,16,2645
0,2984,30757,0,0,2645
0,2985,30773,0,0,2647
0,2986,30805,16,16,2650
0,2986,30810,16,16,2650
0,2987,30812,0,0,2650
0,2988,30852,18,18,2653
0,2989,30866,0,0,2655
0,2989,30875,0,0,2655
0,2990,30866,0,0,2655
0,2990,30875,0,0,2655
0,2991,30896,18,18,2657
0,2992,30905,22,22,2658
0,2993,30889,12,12,2657
0,2994,30889,12,12,2657
0,2995,30892,20,20,2657
0,2996,30900,0,0,2658
0,2997,30907,20,20,2659
0,2998,30909,16,16,2659
0,2999,30923,4,4,2660
0,2999,30928,4,4,2660
0,3000,30940,18,18,2661
0,3001,30944,23,23,2661
0,3002,30939,22,22,2661
0,3003,30964,16,16,2664
0,3003,30969,16,16,2664
0,3004,30970,22,22,2664
0,3005,30981,18,18,2665
0,3006,30961,15,15,2664
0,3007,30995,0,0,2666
0,3008,31020,0,0,2668
0,3009,31028,20,20,2668
0,3010,31092,0,0,2674
0,3011,31059,18,18,2671
0,3012,31056,22,22,2671
0,3013,31106,1,1,2675
0,3014,31105,2,2,2675
0,3015,32559,18,18,2798
0,3016,31106,1,1,2675
0,3017,31130,23,23,2677
0,3017,31136,23,23,2677
0,3018,31131,20,20,2677
0,3019,31127,12,12,2677
0,3020,31175,0,0,2680
0,3021,31193,16,16,2682
0,3022,31193,16,16,2682
0,3023,31201,19,19,2683
0,3024,31194,20,20,2682
0,3025,31190,21,21,2682
0,3026,31195,0,0,2683
0,3026,31199,0,0,2683
0,3027,31200,13,13,2683
0,3028,31247,22,22,2686
0,3029,31267,17,17,2687
0,3030,31237,16,16,2686
0,3031,31241,0,0,2686
0,3031,31246,0,0,2686
0,3032,31282,4,4,2689
0,3033,31278,0,0,2689
0,3033,31284,0,0,2689
0,3034,31282,4,4,2689
0,3035,31299,22,22,2690
0,3036,31283,5,5,2689
0,3037,31321,7,7,2693
0,3038,31331,12,12,2694
0,3039,31304,6,6,2691
0,3040,31311,2,2,2692
0,3041,31314,1,1,2692
0,3042,31320,16,16,2693
0,3043,31315,17,17,2692
0,3044,31306,13,13,2692
0,3045,31328,9,9,2694
0,3046,31301,14,14,2691
0,3047,31307,5,5,2692
0,3048,31322,4,4,2693
0,3049,31317,21,21,2693
0,3050,31308,22,22,2692
0,3051,31337,13,13,2694
0,3052,31336,19,19,2694
0,3053,31353,20,20,2696
0,3054,31373,17,17,2697
0,3055,31372,19,19,2697
0,3056,31374,16,16,2697
0,3057,31427,16,16,2702
0,3058,31444,17,17,2703
0,3059,31410,0,0,2701
0,3059,31415,0,0,2701
0,3060,31409,2,2,2701
0,3061,31410,0,0,2701
0,3061,31415,0,0,2701
0,3062,31426,1,1,2702
0,3063,31409,2,2,2701
0,3064,31443,13,13,2703
0,3065,31411,14,14,2701
0,3066,31430,3,3,2703
0,3067,31433,0,0,2703
0,3067,31436,0,0,2703
0,3068,31445,14,14,2703
0,3069,31433,0,0,2703
0,3069,31436,0,0,2703
0,3070,31429,4,4,2703
0,3070,31439,4,4,2703
0,3071,31468,0,0,2706
0,3071,31481,0,0,2706
0,3072,31468,0,0,2706
0,3072,31481,0,0,2706
0,3073,31524,20,20,2710
0,3074,31498,0,0,2708
0,3075,31498,0,0,2708
0,3076,31496,19,19,2708
0,3077,31518,19,19,2710
0,3078,31513,13,13,2710
0,3079,31532,13,13,2712
0,3080,31536,19,19,2712
0,3081,31541,12,12,2712
0,3082,31533,17,17,2712
0,3083,31534,20,20,2712
0,3084,31535,16,16,2712
0,3085,31551,1,1,2714
0,3086,31560,20,20,2715
0,3087,31555,19,19,2714
0,3088,31562,5,5,2715
0,3089,31578,0,0,2717
0,3089,31581,0,0,2717
0,3090,31599,2,2,2718
0,3091,31577,1,1,2716
0,3092,31591,9,9,2718
0,3093,31595,22,22,2718
0,3094,31583,13,13,2717
0,3095,31604,0,0,2719
0,3095,31611,0,0,2719
0,3096,31604,0,0,2719
0,3096,31611,0,0,2719
0,3097,31658,20,20,2724
0,3098,31645,17,17,2722
0,3099,31638,19,19,2722
0,3100,31644,23,23,2722
0,3101,31666,13,13,2724
0,3102,31654,3,3,2723
0,3103,31661,19,19,2724
0,3104,31659,22,22,2724
0,3105,31677,0,0,2725
0,3106,31717,13,13,2728
0,3107,31711,4,4,2728
0,3108,31702,7,7,2727
0,3109,31711,4,4,2728
0,3110,31698,3,3,2727
0,3111,31701,9,9,2727
0,3112,31758,14,14,2733
0,3113,31716,17,17,2728
0,3114,31732,16,16,2730
0,3115,31738,12,12,2731
0,3116,31743,9,9,2731
0,3117,31735,21,21,2730
0,3118,31729,17,17,2730
0,3119,31728,13,13,2730
0,3120,31742,22,22,2731
0,3121,31761,0,0,2733
0,3122,31750,17,17,2732
0,3123,31770,16,16,2734
0,3124,31749,20,20,2732
0,3125,31774,17,17,2734
0,3126,31803,19,19,2736
0,3127,31814,16,16,2737
0,3128,31804,20,20,2736
0,3129,31813,17,17,2737
0,3130,31792,0,0,2736
0,3130,31795,0,0,2736
0,3131,31792,0,0,2736
0,3131,31795,0,0,2736
0,3132,31875,22,22,2742
0,3133,31827,2,2,2739
0,3134,31837,17,17,2739
0,3135,31839,16,16,2739
0,3136,31873,0,0,2742
0,3137,31876,1,1,2742
0,3138,31866,2,2,2742
0,3139,31881,6,6,2743
0,3140,31938,2,2,2747
0,3140,31940,2,2,2747
0,3141,31980,17,17,2751
0,3142,31944,4,4,2748
0,3143,31951,5,5,2749
0,3143,31954,5,5,2749
0,3144,31955,20,20,2749
0,3145,31963,0,0,2750
0,3146,31953,2,2,2749
0,3147,31953,2,2,2749
0,3148,31962,16,16,2750
0,3148,31969,16,16,2750
0,3149,32918,24,24,2827
0,3150,31992,9,9,2753
0,3151,31994,0,0,2753
0,3152,31991,11,11,2753
0,3153,32007,17,17,2754
0,3154,32053,0,0,2758
0,3154,32060,0,0,2758
0,3155,32064,9,9,2759
0,3156,32080,16,16,2760
0,3157,32063,17,17,2759
0,3158,32130,9,9,2764
0,3159,32115,11,11,2763
0,3160,32136,3,3,2764
0,3161,32107,0,0,2763
0,3161,32108,0,0,2763
0,3162,32107,0,0,2763
0,3162,32108,0,0,2763
0,3163,32100,14,14,2762
0,3164,32170,4,4,2767
0,3165,32177,5,5,2768
0,3166,32170,4,4,2767
0,3167,32171,0,0,2767
0,3168,32204,0,0,2769
0,3169,32287,0,0,2776
0,3170,32261,9,9,2775
0,3171,32262,17,17,2775
0,3172,32275,11,11,2775
0,3173,32265,23,23,2775
0,3174,32277,3,3,2775
0,3175,32290,9,9,2777
0,3176,32316,19,19,2779
0,3177,32309,20,20,2778
0,3178,32295,3,3,2777
0,3179,32291,15,15,2777
0,3180,32321,0,0,2779
0,3181,32381,0,0,2783
0,3181,32382,0,0,2783
0,3182,32421,16,16,2786
0,3183,32428,17,17,2786
0,3184,32449,0,0,2788
0,3185,32465,15,15,2789
0,3186,32456,9,9,2789
0,3187,32468,20,20,2790
0,3188,32460,23,23,2789
0,3188,32462,23,23,2789
0,3189,32497,9,9,2792
0,3190,32566,11,11,2799
0,3191,32502,17,17,2793
0,3192,32534,3,3,2796
0,3193,32499,0,0,2793
0,3194,32499,0,0,2793
0,3195,32514,19,19,2794
0,3196,32574,15,15,2799
0,3197,32526,0,0,2795
0,3197,32529,0,0,2795
0,3198,32519,17,17,2795
0,3199,32535,9,9,2796
0,3200,32535,9,9,2796
0,3201,32544,12,12,2797
0,3202,32560,14,14,2798
0,3203,32562,0,0,2798
0,3204,34271,9,9,2937
0,3205,32581,18,18,2800
0,3206,32575,0,0,2800
0,3207,32607,20,20,2802
0,3208,32596,18,18,2802
0,3209,32597,22,22,2802
0,3210,32674,22,22,2808
0,3211,32646,12,12,2806
0,3211,32654,12,12,2806
0,3212,32650,18,18,2806
0,3213,32678,18,18,2808
0,3214,32687,0,0,2809
0,3215,32716,1,1,2812
0,3216,32715,2,2,2812
0,3217,32749,14,14,2815
0,3217,32757,14,14,2815
0,3218,32748,0,0,2815
0,3219,32749,14,14,2815
0,3219,32757,14,14,2815
0,3220,32756,18,18,2815
0,3221,32755,22,22,2815
0,3222,32775,15,15,2816
0,3223,32857,0,0,2822
0,3224,33121,18,18,2846
0,3225,32904,2,2,2826
0,3226,32904,2,2,2826
0,3227,32919,1,1,2827
0,3228,32905,16,16,2826
0,3229,32928,0,0,2828
0,3230,32945,1,1,2829
0,3231,32964,0,0,2831
0,3232,32977,22,22,2832
0,3233,32986,21,21,2833
0,3234,32985,24,24,2833
0,3235,32988,0,0,2834
0,3236,32987,16,16,2834
0,3237,34223,23,23,2934
0,3238,33016,0,0,2836
0,3239,33069,13,13,2841
0,3240,33080,4,4,2842
0,3241,33082,5,5,2842
0,3242,33082,5,5,2842
0,3243,33091,13,13,2843
0,3244,33100,0,0,2844
0,3245,34204,13,13,2932
0,3246,33138,0,0,2847
0,3247,33171,20,20,2850
0,3248,33198,0,0,2852
0,3249,33203,22,22,2853
0,3249,33210,22,22,2853
0,3250,33203,22,22,2853
0,3250,33210,22,22,2853
0,3251,33212,0,0,2854
0,3251,33218,0,0,2854
0,3252,33285,0,0,2859
0,3253,33285,0,0,2859
0,3254,33249,4,4,2857
0,3255,33251,5,5,2857
0,3255,33258,5,5,2857
0,3256,33302,2,2,2861
0,3257,33302,2,2,2861
0,3258,33345,0,0,2863
0,3259,33379,0,0,2866
0,3260,33420,0,0,2870
0,3261,33484,11,11,2876
0,3262,33450,0,0,2873
0,3263,33495,0,0,2877
0,3264,33524,0,0,2879
0,3265,33538,4,4,2881
0,3266,33588,0,0,2885
0,3267,33588,0,0,2885
0,3268,33654,0,0,2889
0,3269,33666,20,20,2891
0,3270,33666,20,20,2891
0,3271,33667,14,14,2891
0,3272,33667,14,14,2891
0,3273,33686,0,0,2892
0,3274,33686,0,0,2892
0,3275,33696,12,12,2893
0,3276,33746,0,0,2897
0,3277,33782,0,0,2900
0,3278,33839,0,0,2904
0,3279,33890,0,0,2908
0,3279,33900,0,0,2908
0,3280,33969,0,0,2914
0,3281,33969,0,0,2914
0,3282,33931,20,20,2911
0,3283,34036,0,0,2919
0,3284,34083,0,0,2922
0,3285,34119,10,10,2925
0,3286,34106,0,0,2924
0,3287,34143,0,0,2928
0,3287,34152,0,0,2928
0,3288,34267,0,0,2937
0,3288,34277,0,0,2937
0,3289,34301,16,16,2939
0,3290,34346,20,20,2942
0,3291,34335,0,0,2942
0,3292,34418,0,0,2948
0,3293,34393,22,22,2946
0,3294,34376,12,12,2945
0,3295,34375,23,23,2945
0,3296,34379,8,8,2945
0,3297,34378,16,16,2945
0,3298,34381,20,20,2945
0,3299,34417,16,16,2948
0,3300,34416,20,20,2948
0,3301,34469,20,20,2951
0,3302,34478,16,16,2952
0,3303,34482,0,0,2952
0,3304,34565,0,0,2958
0,3305,34518,22,22,2954
0,3306,34529,12,12,2955
0,3307,34566,16,16,2958
0,3308,34585,22,22,2960
0,3309,34596,20,20,2960
0,3310,34625,22,22,2962
0,3311,34633,14,14,2963
0,3312,34644,16,16,2964
0,3313,34627,12,12,2963
0,3314,34651,3,3,2965
0,3314,34659,3,3,2965
0,3315,34654,4,4,2965
0,3315,34668,4,4,2965
0,3316,34649,9,9,2965
0,3317,34655,0,0,2965
0,3318,34716,16,16,2968
0,3319,34701,20,20,2968
0,3320,34776,20,20,2974
